MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,Predicted_Sale_Price
20,3,5470,4,0,5,1958,1958,7,52.61934156378601,1046.1179698216736,115040.0
60,3,10800,4,0,7,1939,2006,10,52.61934156378601,1046.1179698216736,183800.0
70,3,8146,0,0,8,1900,2003,7,52.61934156378601,1046.1179698216736,138780.0
30,3,10230,4,0,7,1925,1950,7,52.61934156378601,1046.1179698216736,155400.0
50,3,10410,4,0,5,1915,1950,7,52.61934156378601,1046.1179698216736,122300.0
70,3,7200,0,0,9,1910,2008,10,52.61934156378601,1046.1179698216736,174440.0
30,3,5400,4,0,5,1940,1950,9,52.61934156378601,1046.1179698216736,120700.0
30,3,10800,4,0,7,1920,1950,11,52.61934156378601,1046.1179698216736,137400.0
30,3,10800,0,0,5,1890,1998,10,52.61934156378601,1046.1179698216736,135900.0
90,3,9671,0,2,5,1969,1969,7,52.61934156378601,1046.1179698216736,115100.0
20,3,10143,4,0,7,1963,1963,6,52.61934156378601,1046.1179698216736,154500.0
20,3,11500,4,0,4,1967,1967,6,52.61934156378601,1046.1179698216736,144250.0
20,3,8010,4,0,9,1958,2007,11,52.61934156378601,1046.1179698216736,142950.0
20,3,10454,0,0,6,1957,1957,8,52.61934156378601,1046.1179698216736,133580.0
20,3,9000,4,0,6,1958,1958,11,52.61934156378601,1046.1179698216736,146000.0
50,3,8064,4,0,5,1950,1950,11,52.61934156378601,1046.1179698216736,135607.4
20,3,7350,4,0,6,1958,1958,3,52.61934156378601,1046.1179698216736,142740.0
20,3,7200,0,0,7,1952,1952,7,52.61934156378601,1046.1179698216736,136540.0
80,3,8000,4,0,5,1959,1959,3,52.61934156378601,1046.1179698216736,134580.0
50,3,10800,4,0,7,1949,1996,7,52.61934156378601,1046.1179698216736,145600.0
50,3,8064,0,0,7,1948,1994,7,52.61934156378601,1046.1179698216736,139970.0
60,3,7570,0,0,5,1964,1964,6,52.61934156378601,1046.1179698216736,155020.0
90,3,8604,4,2,7,1978,1978,8,52.61934156378601,1046.1179698216736,150700.0
20,3,7936,4,0,6,1963,1963,6,52.61934156378601,1046.1179698216736,136830.0
50,4,4080,4,0,8,1935,1998,11,52.61934156378601,1046.1179698216736,153120.0
90,4,10307,4,2,5,1910,1950,11,52.61934156378601,1046.1179698216736,129700.0
50,4,15660,4,0,8,1910,2003,10,52.61934156378601,1046.1179698216736,160780.0
70,4,9900,0,0,8,1910,2002,10,52.61934156378601,1046.1179698216736,172200.0
70,4,6406,4,0,6,1939,1950,11,52.61934156378601,1046.1179698216736,143960.0
190,4,7627,0,1,6,1920,1950,0,52.61934156378601,1046.1179698216736,130680.0
50,4,10134,4,0,5,1910,1950,7,52.61934156378601,1046.1179698216736,129280.0
50,4,6000,4,0,7,1950,1970,11,52.61934156378601,1046.1179698216736,149560.0
30,4,7404,0,0,6,1920,1950,7,52.61934156378601,1046.1179698216736,115200.0
30,4,5925,0,0,4,1940,1950,7,52.61934156378601,1046.1179698216736,108200.0
30,4,8520,4,0,8,1923,1950,9,52.61934156378601,1046.1179698216736,122180.0
70,4,9600,4,0,4,1910,1950,10,52.61934156378601,1046.1179698216736,120180.0
70,4,8400,0,0,7,1900,1950,9,52.61934156378601,1046.1179698216736,128600.0
70,4,3600,4,0,7,1917,2007,9,52.61934156378601,1046.1179698216736,145100.8
30,0,3300,4,0,3,1910,1950,9,52.61934156378601,1046.1179698216736,106800.0
50,4,5400,4,0,6,1920,1950,7,52.61934156378601,1046.1179698216736,143570.0
70,4,9720,4,0,7,1910,2002,7,52.61934156378601,1046.1179698216736,161000.0
30,0,9392,0,0,3,1900,1950,0,52.61934156378601,1046.1179698216736,113400.0
30,3,6615,4,0,6,1923,1950,7,52.61934156378601,1046.1179698216736,127240.0
70,3,4960,4,0,7,1930,1982,12,52.61934156378601,1046.1179698216736,148697.4
50,4,6000,0,0,5,1924,1950,9,52.61934156378601,1046.1179698216736,141260.0
30,4,6120,4,0,6,1925,1999,7,52.61934156378601,1046.1179698216736,108080.0
50,4,6120,4,0,6,1938,1950,11,52.61934156378601,1046.1179698216736,153180.0
30,4,8635,4,0,5,1925,1950,11,52.61934156378601,1046.1179698216736,122700.0
70,4,8094,4,0,6,1915,1950,7,52.61934156378601,1046.1179698216736,138800.0
70,4,9928,4,0,8,1915,1994,11,52.61934156378601,1046.1179698216736,161400.0
90,4,3000,4,2,1,1922,1950,7,52.61934156378601,1046.1179698216736,117400.0
70,4,6876,4,0,5,1927,1950,8,52.61934156378601,1046.1179698216736,131680.0
70,4,5775,0,0,7,1915,2002,11,52.61934156378601,1046.1179698216736,143600.0
190,4,5852,0,1,5,1902,2000,7,52.61934156378601,1046.1179698216736,139500.0
50,4,5160,0,0,6,1927,1950,7,52.61934156378601,1046.1179698216736,140980.0
85,4,5160,4,0,6,1923,1950,7,52.61934156378601,1046.1179698216736,131100.0
190,4,10320,4,1,7,1915,1965,7,52.61934156378601,1046.1179698216736,135380.0
20,3,4280,4,0,9,1946,2001,7,52.61934156378601,1046.1179698216736,143850.0
90,3,10800,4,2,5,1987,1988,8,52.61934156378601,1046.1179698216736,187000.0
90,3,10547,4,2,5,1978,1978,8,52.61934156378601,1046.1179698216736,133600.0
50,3,9780,4,0,3,1934,1950,7,52.61934156378601,1046.1179698216736,101800.0
20,3,11625,4,0,6,1967,1967,6,52.61934156378601,1046.1179698216736,145250.0
85,3,8014,1,0,5,1978,1978,8,52.61934156378601,1046.1179698216736,135100.0
80,3,15400,4,0,5,1961,1961,6,52.61934156378601,1046.1179698216736,154930.0
80,3,15312,4,0,5,1960,1960,11,52.61934156378601,1046.1179698216736,147980.0
80,3,15584,4,0,5,1956,1956,11,52.61934156378601,1046.1179698216736,169580.0
20,3,9000,0,0,2,1947,1950,11,52.61934156378601,1046.1179698216736,91720.0
20,3,15635,1,0,5,1954,1954,10,52.61934156378601,1046.1179698216736,155980.0
20,3,9571,4,0,5,1956,1956,7,52.61934156378601,1046.1179698216736,127300.0
60,3,9350,4,0,7,1946,1950,7,52.61934156378601,1046.1179698216736,153080.0
20,3,7440,4,0,6,1954,1954,11,52.61934156378601,1046.1179698216736,129700.0
120,3,4235,4,4,5,1984,1984,6,52.61934156378601,1046.1179698216736,174334.8
80,3,10778,4,0,6,1990,1991,6,52.61934156378601,1046.1179698216736,210900.0
80,3,19255,4,0,5,1983,1983,11,52.61934156378601,1046.1179698216736,174760.0
60,3,10560,0,0,5,1993,1994,10,52.61934156378601,1046.1179698216736,222300.0
70,3,26400,2,0,7,1880,2007,6,52.61934156378601,1046.1179698216736,201300.0
90,3,7018,4,2,5,1979,1979,6,52.61934156378601,1046.1179698216736,159502.2
90,3,7018,4,2,5,1979,1979,6,52.61934156378601,1046.1179698216736,159502.2
90,3,7040,4,2,5,1979,1979,8,52.61934156378601,1046.1179698216736,146526.8
90,3,7007,4,2,5,1979,1979,6,52.61934156378601,1046.1179698216736,159502.2
90,3,11855,4,2,5,2000,2000,10,52.61934156378601,1046.1179698216736,234100.0
90,3,7939,4,2,5,2000,2000,10,52.61934156378601,1046.1179698216736,175200.0
90,3,7976,4,2,5,2000,2000,10,52.61934156378601,1046.1179698216736,175200.0
20,3,10933,4,0,5,2009,2009,10,52.61934156378601,1046.1179698216736,151486.4
20,3,10816,4,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,127986.4
20,3,9178,4,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,158281.8
20,3,11422,4,0,5,2007,2008,10,52.61934156378601,1046.1179698216736,127986.4
20,3,6762,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,181200.0
20,3,10324,0,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,127986.4
20,3,11645,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,139586.4
60,3,11646,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,270042.6
60,3,16698,1,0,5,1992,1993,10,52.61934156378601,1046.1179698216736,246400.0
20,3,9757,4,0,7,1994,1994,10,52.61934156378601,1046.1179698216736,154200.0
20,3,14753,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,154600.0
60,3,8750,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,205000.0
20,3,10739,4,0,5,2002,2001,10,52.61934156378601,1046.1179698216736,148700.0
20,3,11166,4,0,5,2001,2001,10,52.61934156378601,1046.1179698216736,148700.0
20,3,16269,1,0,5,1978,1978,7,52.61934156378601,1046.1179698216736,186200.0
20,3,6950,4,0,7,1979,1979,6,52.61934156378601,1046.1179698216736,140490.0
20,3,11664,0,0,5,2002,2002,10,52.61934156378601,1046.1179698216736,148700.0
60,3,12334,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,257000.0
60,3,8749,4,0,5,2002,2002,10,52.61934156378601,1046.1179698216736,221316.0
60,3,11250,0,0,5,2001,2001,10,52.61934156378601,1046.1179698216736,237458.0
20,3,15750,3,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,140300.0
20,3,12782,4,0,5,2002,2003,6,52.61934156378601,1046.1179698216736,161000.0
20,3,8750,4,0,5,1997,1998,10,52.61934156378601,1046.1179698216736,160180.0
20,3,10200,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,127986.4
60,3,11069,0,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,295950.0
20,3,10682,4,0,6,1960,1971,6,52.61934156378601,1046.1179698216736,142700.0
180,4,3675,4,4,5,2005,2006,10,52.61934156378601,1046.1179698216736,142748.0
20,3,6410,4,0,5,1959,1959,0,52.61934156378601,1046.1179698216736,128340.0
20,3,11767,4,0,5,1950,1950,7,52.61934156378601,1046.1179698216736,116280.0
90,3,10926,4,2,5,1959,1959,10,52.61934156378601,1046.1179698216736,133200.0
20,3,11767,4,0,5,1956,1956,6,52.61934156378601,1046.1179698216736,141800.0
50,3,8212,4,0,6,1941,1950,11,52.61934156378601,1046.1179698216736,140197.4
50,2,6300,0,0,4,1938,1950,7,52.61934156378601,1046.1179698216736,141940.0
70,3,5707,4,0,6,1935,1950,11,52.61934156378601,1046.1179698216736,144830.0
30,3,8574,4,0,8,1916,2000,9,52.61934156378601,1046.1179698216736,139530.0
70,3,7155,4,0,8,1918,1990,11,52.61934156378601,1046.1179698216736,170820.0
50,3,13680,4,0,6,1940,1950,11,52.61934156378601,1046.1179698216736,121700.0
20,3,14680,4,0,4,1960,1960,7,52.61934156378601,1046.1179698216736,124300.0
90,3,8145,0,2,6,1940,1950,11,52.61934156378601,1046.1179698216736,128692.0
20,3,9100,4,0,6,1954,1954,3,52.61934156378601,1046.1179698216736,150680.0
20,3,13339,4,0,6,1960,1960,6,52.61934156378601,1046.1179698216736,144920.0
50,3,15600,4,0,7,1949,2005,2,52.61934156378601,1046.1179698216736,179300.0
20,3,17500,0,0,5,1954,1954,6,52.61934156378601,1046.1179698216736,149240.0
160,4,1733,4,3,6,1980,1980,7,52.61934156378601,1046.1179698216736,142380.0
160,4,1488,4,4,6,1980,1992,7,52.61934156378601,1046.1179698216736,142380.0
160,4,1612,4,3,6,1980,1980,7,52.61934156378601,1046.1179698216736,142380.0
80,3,13607,4,0,6,1986,1986,10,52.61934156378601,1046.1179698216736,197560.0
20,3,17597,4,0,9,1971,2009,3,52.61934156378601,1046.1179698216736,221300.0
70,4,8660,4,0,6,1900,1993,0,52.61934156378601,1046.1179698216736,144560.0
30,0,10200,4,0,6,1925,1950,7,52.61934156378601,1046.1179698216736,142600.0
120,4,3843,4,4,5,2007,2008,5,52.61934156378601,1046.1179698216736,178000.0
30,5,21780,4,0,4,1910,1950,11,52.61934156378601,1046.1179698216736,126980.0
60,3,10125,4,0,5,2000,2001,5,52.61934156378601,1046.1179698216736,242900.0
85,3,9750,4,0,6,1977,1977,8,52.61934156378601,1046.1179698216736,143900.0
85,3,9360,4,0,7,1977,1977,8,52.61934156378601,1046.1179698216736,149500.0
20,3,11070,4,0,5,1991,1991,6,52.61934156378601,1046.1179698216736,159800.0
20,3,13438,0,0,5,2008,2008,5,52.61934156378601,1046.1179698216736,143960.0
20,3,14463,0,0,5,2008,2008,5,52.61934156378601,1046.1179698216736,143960.0
60,3,9839,1,0,8,1980,2006,7,52.61934156378601,1046.1179698216736,180980.0
80,3,14419,0,0,5,1987,1989,8,52.61934156378601,1046.1179698216736,232000.0
60,3,9157,0,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,261800.0
20,3,12633,4,0,5,2007,2007,5,52.61934156378601,1046.1179698216736,156300.0
20,3,12518,4,0,7,1968,1968,6,52.61934156378601,1046.1179698216736,139880.0
20,3,13383,4,0,5,1969,2000,6,52.61934156378601,1046.1179698216736,162950.0
85,3,7689,4,0,8,1972,1972,7,52.61934156378601,1046.1179698216736,145260.0
80,3,7706,4,0,5,1993,1996,6,52.61934156378601,1046.1179698216736,179100.0
85,3,7669,4,0,6,1992,1993,6,52.61934156378601,1046.1179698216736,187200.0
60,3,10429,4,0,5,1992,1992,6,52.61934156378601,1046.1179698216736,212800.0
60,3,10457,4,0,7,1969,1969,10,52.61934156378601,1046.1179698216736,183600.0
60,3,8702,4,0,5,1997,1998,10,52.61934156378601,1046.1179698216736,205000.0
60,3,8139,4,0,5,1995,1996,10,52.61934156378601,1046.1179698216736,184600.0
60,3,9535,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,232400.0
60,3,15038,0,0,5,1996,1996,6,52.61934156378601,1046.1179698216736,239400.0
20,3,14137,4,0,5,1996,1997,6,52.61934156378601,1046.1179698216736,161800.0
120,3,6264,0,0,5,1997,1997,5,52.61934156378601,1046.1179698216736,182330.0
120,3,5070,4,4,5,1992,1992,6,52.61934156378601,1046.1179698216736,180060.0
60,3,11184,0,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,228438.0
60,3,14067,3,0,5,1991,1991,6,52.61934156378601,1046.1179698216736,240100.0
120,3,5950,4,4,5,1989,1989,6,52.61934156378601,1046.1179698216736,197380.0
60,3,13543,0,0,5,2005,2005,10,52.61934156378601,1046.1179698216736,270200.0
20,3,15401,1,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,155800.0
20,3,31220,2,0,2,1952,1952,3,52.61934156378601,1046.1179698216736,151530.0
120,3,8118,4,4,5,2007,2007,7,52.61934156378601,1046.1179698216736,178700.0
20,3,47280,4,0,5,1950,1950,0,52.61934156378601,1046.1179698216736,160530.0
20,3,12680,4,0,6,1988,1988,8,52.61934156378601,1046.1179698216736,176400.0
20,3,10825,4,0,7,1983,1983,12,52.61934156378601,1046.1179698216736,160450.0
20,3,18559,1,0,5,1978,1978,8,52.61934156378601,1046.1179698216736,178450.0
20,3,14450,4,0,5,1979,1979,8,52.61934156378601,1046.1179698216736,178600.0
20,3,13068,0,0,5,1976,1976,6,52.61934156378601,1046.1179698216736,164580.0
60,3,10400,4,0,6,1980,1988,6,52.61934156378601,1046.1179698216736,187580.0
60,3,9743,4,0,6,1969,1969,10,52.61934156378601,1046.1179698216736,180940.0
60,3,12511,0,0,7,1978,1978,8,52.61934156378601,1046.1179698216736,169140.0
20,3,10400,4,0,5,1976,1976,6,52.61934156378601,1046.1179698216736,153030.0
60,3,14311,3,0,5,1996,1996,10,52.61934156378601,1046.1179698216736,244600.0
90,3,9000,2,2,5,1974,1974,10,52.61934156378601,1046.1179698216736,128500.0
20,3,10295,2,0,6,1969,1969,6,52.61934156378601,1046.1179698216736,152000.0
20,3,7560,4,0,5,1971,1971,7,52.61934156378601,1046.1179698216736,138350.0
160,4,1680,4,3,5,1973,1973,6,52.61934156378601,1046.1179698216736,133580.0
160,4,1890,4,3,6,1972,1972,6,52.61934156378601,1046.1179698216736,134200.0
160,4,1680,4,3,5,1972,1972,6,52.61934156378601,1046.1179698216736,128200.0
160,3,2308,2,4,6,1975,1975,8,52.61934156378601,1046.1179698216736,145267.4
120,3,2529,4,3,6,1977,1977,8,52.61934156378601,1046.1179698216736,145367.4
20,3,12704,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,156300.0
20,3,13693,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,167180.4
20,3,14418,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,167180.4
60,3,13418,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,263646.0
60,3,12539,4,0,5,2005,2006,5,52.61934156378601,1046.1179698216736,264442.6
60,3,12151,4,0,5,2005,2005,5,52.61934156378601,1046.1179698216736,264442.6
60,3,8899,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,266995.4
60,3,10574,4,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,264300.0
20,3,12720,4,0,5,2003,2003,7,52.61934156378601,1046.1179698216736,161000.0
20,3,10845,0,0,5,2003,2004,10,52.61934156378601,1046.1179698216736,148700.0
60,3,16900,4,0,5,2001,2002,10,52.61934156378601,1046.1179698216736,239800.0
60,3,16451,0,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,243446.0
120,3,10110,4,4,5,2008,2008,7,52.61934156378601,1046.1179698216736,317850.0
120,3,12304,0,4,5,2005,2005,10,52.61934156378601,1046.1179698216736,269200.0
120,3,8232,4,4,5,2007,2008,7,52.61934156378601,1046.1179698216736,208587.0
120,3,6240,4,4,5,2006,2007,7,52.61934156378601,1046.1179698216736,189880.0
120,3,6240,4,4,5,2006,2007,7,52.61934156378601,1046.1179698216736,189880.0
160,3,2448,4,3,5,2003,2004,10,52.61934156378601,1046.1179698216736,169040.0
120,3,3940,4,4,5,2003,2003,10,52.61934156378601,1046.1179698216736,176120.0
120,4,3940,4,4,5,2004,2004,10,52.61934156378601,1046.1179698216736,150064.0
20,3,3710,4,0,5,2007,2008,12,52.61934156378601,1046.1179698216736,193440.0
60,3,9024,4,0,5,2004,2004,10,52.61934156378601,1046.1179698216736,282100.0
60,3,8010,4,0,5,2002,2003,10,52.61934156378601,1046.1179698216736,191000.0
60,3,8396,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,197000.0
120,3,7301,4,4,6,2007,2008,10,52.61934156378601,1046.1179698216736,199900.0
60,3,8220,4,0,5,2000,2001,10,52.61934156378601,1046.1179698216736,184600.0
60,3,7750,4,0,5,2002,2002,10,52.61934156378601,1046.1179698216736,192900.0
60,3,12460,2,0,5,1999,2000,10,52.61934156378601,1046.1179698216736,252000.0
60,3,8390,4,0,5,1999,1999,10,52.61934156378601,1046.1179698216736,192800.0
75,3,9660,4,0,5,1997,1997,6,52.61934156378601,1046.1179698216736,216100.0
60,3,11000,2,0,5,2000,2000,10,52.61934156378601,1046.1179698216736,226458.0
20,3,11675,4,0,5,1998,1998,10,52.61934156378601,1046.1179698216736,149200.0
60,3,10990,1,0,5,1996,1997,10,52.61934156378601,1046.1179698216736,228438.0
60,3,11929,1,0,7,1995,1995,10,52.61934156378601,1046.1179698216736,238058.0
60,3,10010,4,0,5,1993,1994,10,52.61934156378601,1046.1179698216736,222200.0
20,3,13253,4,0,5,2006,2006,10,52.61934156378601,1046.1179698216736,156300.0
60,3,9801,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,305000.0
60,3,9428,4,0,5,2007,2008,10,52.61934156378601,1046.1179698216736,317850.0
20,3,10037,0,0,5,2006,2007,10,52.61934156378601,1046.1179698216736,127986.4
20,1,8640,4,0,5,2007,2008,10,52.61934156378601,1046.1179698216736,206992.0
20,1,10625,4,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,147586.4
20,1,7500,4,0,5,2007,2008,5,52.61934156378601,1046.1179698216736,202420.0
60,3,10110,4,0,5,2003,2003,10,52.61934156378601,1046.1179698216736,246500.0
60,3,12774,2,0,5,2003,2004,10,52.61934156378601,1046.1179698216736,265200.0
20,3,13072,4,0,5,2005,2006,10,52.61934156378601,1046.1179698216736,167900.0
20,3,9260,0,0,5,2007,2007,10,52.61934156378601,1046.1179698216736,132872.8
60,3,8453,4,0,5,1995,1995,10,52.61934156378601,1046.1179698216736,191498.0
60,3,8480,4,0,5,1993,1994,6,52.61934156378601,1046.1179698216736,198900.0
60,3,14565,1,0,5,1994,1995,10,52.61934156378601,1046.1179698216736,246300.0
60,3,8450,4,0,5,2001,2001,10,52.61934156378601,1046.1179698216736,191498.0
60,3,8285,0,0,5,1992,1992,6,52.61934156378601,1046.1179698216736,182550.0
20,3,9100,4,0,5,1963,1963,11,52.61934156378601,1046.1179698216736,121900.0
20,3,8100,4,0,8,1961,2007,11,52.61934156378601,1046.1179698216736,135950.0
190,3,8450,4,1,5,1968,1968,6,52.61934156378601,1046.1179698216736,136280.0
20,3,6360,4,0,5,1963,1963,11,52.61934156378601,1046.1179698216736,128400.0
20,3,19508,4,0,5,1974,1974,6,52.61934156378601,1046.1179698216736,150950.0
50,3,10759,0,0,4,1972,1972,6,52.61934156378601,1046.1179698216736,142500.0
60,3,9205,4,0,5,1990,1991,6,52.61934156378601,1046.1179698216736,227300.0
60,3,11025,4,0,5,1993,1994,11,52.61934156378601,1046.1179698216736,217800.0
120,1,3435,0,4,5,2004,2005,7,52.61934156378601,1046.1179698216736,181820.0
160,1,3180,4,4,5,2005,2005,7,52.61934156378601,1046.1179698216736,162768.0
160,1,3180,4,4,5,2007,2007,10,52.61934156378601,1046.1179698216736,162768.0
160,1,2280,4,3,5,1999,1999,7,52.61934156378601,1046.1179698216736,177960.0
120,1,4765,4,4,5,2000,2000,7,52.61934156378601,1046.1179698216736,193860.0
120,1,4538,4,4,5,2001,2001,10,52.61934156378601,1046.1179698216736,190860.0
120,1,4385,4,4,5,2001,2001,10,52.61934156378601,1046.1179698216736,190860.0
120,1,4109,4,4,5,1999,2000,10,52.61934156378601,1046.1179698216736,190860.0
160,1,2160,4,3,5,1999,2000,10,52.61934156378601,1046.1179698216736,177480.0
60,1,10646,0,0,5,2001,2001,10,52.61934156378601,1046.1179698216736,239858.0
160,1,2645,4,3,5,1999,1999,7,52.61934156378601,1046.1179698216736,177080.0
160,1,2645,4,3,5,1999,2000,7,52.61934156378601,1046.1179698216736,177080.0
160,1,3951,4,4,5,1998,1999,3,52.61934156378601,1046.1179698216736,173860.0
120,3,11064,1,4,5,1995,1995,3,52.61934156378601,1046.1179698216736,212058.0
60,3,24572,1,0,3,1977,1977,11,52.61934156378601,1046.1179698216736,158390.0
20,3,16280,4,0,9,1976,2007,10,52.61934156378601,1046.1179698216736,189600.0
60,1,7500,4,0,5,2002,2002,10,52.61934156378601,1046.1179698216736,207800.0
80,3,11104,4,0,6,1969,1969,7,52.61934156378601,1046.1179698216736,149860.0
20,3,11050,4,0,5,1968,1968,6,52.61934156378601,1046.1179698216736,146950.0
20,3,15387,1,0,7,1967,1967,8,52.61934156378601,1046.1179698216736,162690.0
90,3,9750,4,2,6,1965,1965,7,52.61934156378601,1046.1179698216736,128800.0
60,3,8814,4,0,6,1968,1968,7,52.61934156378601,1046.1179698216736,156600.0
20,3,8125,4,0,7,1965,2005,6,52.61934156378601,1046.1179698216736,144050.0
90,3,11072,4,2,5,1965,1965,6,52.61934156378601,1046.1179698216736,129000.0
60,3,13355,4,0,6,1971,1971,6,52.61934156378601,1046.1179698216736,151090.0
20,3,7785,4,0,5,1956,1956,6,52.61934156378601,1046.1179698216736,130740.0
20,3,9900,0,0,5,1961,1961,8,52.61934156378601,1046.1179698216736,130400.0
20,3,11332,0,0,7,1960,2000,11,52.61934156378601,1046.1179698216736,157590.0
70,3,4882,4,0,7,1937,1950,7,52.61934156378601,1046.1179698216736,145230.0
20,3,9600,4,0,6,1960,1960,7,52.61934156378601,1046.1179698216736,143100.0
20,3,9600,4,0,8,1950,2006,6,52.61934156378601,1046.1179698216736,146600.0
20,3,7584,4,0,5,1953,1953,11,52.61934156378601,1046.1179698216736,129700.0
60,3,14670,4,0,7,1966,1999,10,52.61934156378601,1046.1179698216736,196300.0
20,3,8856,4,0,4,1957,1957,11,52.61934156378601,1046.1179698216736,105720.0
20,3,9840,4,0,7,1959,1998,6,52.61934156378601,1046.1179698216736,144790.0
20,3,13200,4,0,6,1958,1958,11,52.61934156378601,1046.1179698216736,145260.0
20,3,10425,4,0,5,1956,1958,7,52.61934156378601,1046.1179698216736,130000.0
20,3,11556,4,0,6,1952,1952,7,52.61934156378601,1046.1179698216736,151900.0
20,3,9373,0,0,6,1953,1953,7,52.61934156378601,1046.1179698216736,144780.0
20,3,12774,4,0,5,1953,1953,7,52.61934156378601,1046.1179698216736,135580.0
20,3,14250,4,0,5,1957,1957,8,52.61934156378601,1046.1179698216736,139840.0
20,3,8838,4,0,3,1957,1982,7,52.61934156378601,1046.1179698216736,92720.0
90,3,12436,4,2,5,1957,1957,11,52.61934156378601,1046.1179698216736,147810.0
20,3,10122,4,0,6,1948,1950,7,52.61934156378601,1046.1179698216736,136200.0
50,3,7506,0,0,8,1925,1950,10,52.61934156378601,1046.1179698216736,146930.0
30,3,5400,0,0,7,1940,2005,10,52.61934156378601,1046.1179698216736,131645.0
50,3,10836,4,0,5,1922,1950,11,52.61934156378601,1046.1179698216736,133500.0
20,3,10180,0,0,6,1968,1968,6,52.61934156378601,1046.1179698216736,152700.0
20,3,11355,0,0,7,1958,2001,6,52.61934156378601,1046.1179698216736,157490.0
20,3,12929,4,0,6,1960,1993,11,52.61934156378601,1046.1179698216736,161300.0
20,3,7200,4,0,7,1951,1951,7,52.61934156378601,1046.1179698216736,137740.0
20,3,8000,4,0,6,1959,1959,3,52.61934156378601,1046.1179698216736,134140.0
20,3,8000,4,0,5,1962,1962,3,52.61934156378601,1046.1179698216736,131140.0
50,3,8064,4,0,6,1948,1950,11,52.61934156378601,1046.1179698216736,139957.4
45,3,6390,0,0,7,1954,1954,7,52.61934156378601,1046.1179698216736,130230.0
50,3,7200,4,0,5,1954,1954,7,52.61934156378601,1046.1179698216736,137620.0
90,3,8513,0,2,5,1961,1961,3,52.61934156378601,1046.1179698216736,130692.0
50,3,7200,4,0,6,1955,1967,7,52.61934156378601,1046.1179698216736,138370.0
20,3,7200,4,0,7,1954,1954,7,52.61934156378601,1046.1179698216736,135740.0
20,3,7590,4,0,5,1963,1963,11,52.61934156378601,1046.1179698216736,132200.0
20,4,9836,4,0,5,2008,2008,10,52.61934156378601,1046.1179698216736,127986.4
50,4,9184,4,0,7,1948,2005,12,52.61934156378601,1046.1179698216736,138600.0
70,4,4800,4,0,5,1910,2003,0,52.61934156378601,1046.1179698216736,135580.0
30,4,4800,0,0,4,1940,1950,7,52.61934156378601,1046.1179698216736,108200.0
75,4,6000,4,0,7,1915,2005,11,52.61934156378601,1046.1179698216736,147600.0
190,4,11426,4,1,6,1910,1996,11,52.61934156378601,1046.1179698216736,126960.0
50,4,7628,4,0,6,1940,1985,7,52.61934156378601,1046.1179698216736,160120.0
50,4,7308,0,0,5,1920,1950,12,52.61934156378601,1046.1179698216736,131760.0
30,4,5400,4,0,6,1920,2006,9,52.61934156378601,1046.1179698216736,107780.0
190,4,10800,4,1,6,1940,1950,11,52.61934156378601,1046.1179698216736,129500.0
30,4,6756,4,0,6,1910,1950,7,52.61934156378601,1046.1179698216736,114600.0
50,4,5914,4,0,9,1890,1996,11,52.61934156378601,1046.1179698216736,152170.0
50,4,9000,0,0,6,1946,1950,7,52.61934156378601,1046.1179698216736,172300.0
20,4,7311,0,0,5,1946,1950,10,52.61934156378601,1046.1179698216736,126500.0
20,4,12205,4,0,1,1949,1992,7,52.61934156378601,1046.1179698216736,182220.0
190,4,9142,4,1,5,1900,2006,7,52.61934156378601,1046.1179698216736,133800.0
75,4,5350,0,0,8,1920,1965,11,52.61934156378601,1046.1179698216736,144500.0
50,4,9143,0,0,7,1900,2003,10,52.61934156378601,1046.1179698216736,143670.0
190,4,9600,4,1,5,1920,1960,0,52.61934156378601,1046.1179698216736,124880.0
